"name","title","gender","age","culture","dateOfBirth","house","father","mother","heir","spouse","book1","book2","book3","book4","book5","isAliveMother","isAliveFather","isAliveHeir","isAliveSpouse","isMarried","isNoble","numDeadRelations","popularity","deadOrAlive"
"Fern","","female",NA,"",NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Ferny","","female",NA,"Free Folk",NA,"","","","","Craster",0,0,1,1,0,NA,NA,NA,0,1,0,0,0.0167224080267558,"alive"
"Ferret","","female",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Fogo","Khalakka","male",NA,"Dothraki",NA,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,1,0,0.020066889632107,"dead"
"Fornio","","male",NA,"",NA,"Night's Watch","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Fralegg","","male",NA,"Ironborn",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Frenya","","male",NA,"Free Folk",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0434782608695652,"dead"
"Frynne","","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Gage","","female",NA,"",NA,"House Stark","","","","",1,1,1,0,0,NA,NA,NA,NA,0,0,0,0.0334448160535117,"alive"
"Galladon of Morne","Ser","male",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,"alive"
"Gallard","Archmaester","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
"Galt","","female",NA,"Vale mountain clans",NA,"Stone Crows","","","","",0,1,0,1,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Galtry the Green","Ser","male",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Galyeon of Cuy","","male",NA,"",NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Gareth the Grey","Ser","male",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.00334448160535117,"alive"
"Garigus","Wisdom","male",NA,"",NA,"Alchemists' Guild","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.020066889632107,"alive"
"Garizon","Archmaester","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.00668896321070234,"alive"
"Gariss","","male",NA,"",NA,"House Stark","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Garrett Paege","","male",NA,"",NA,"House Paege","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Garth XII Gardener","","female",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Garth of Oldtown","","female",NA,"",NA,"Night's Watch","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"dead"
"Gascoyne","Ser","female",NA,"",NA,"House Martell","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Gavin","","female",NA,"Free Folk",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Gelmarr","","male",NA,"",NA,"House Greyjoy","","","","",0,1,0,0,1,NA,NA,NA,NA,0,0,0,0.0267558528428093,"dead"
"Gerren","","female",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Gerold Lannister","Casterly Rock","male",NA,"Westerman",NA,"House Lannister","","","","Alysanne Farman",0,0,0,0,0,NA,NA,NA,1,1,1,0,0.0869565217391304,"dead"
"Ghael","Lord","male",NA,"Astapori",NA,"","","","","",0,0,1,0,1,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Gillam","Brother","male",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
"Gladden Wylde","Ser","male",NA,"",NA,"House Wylde","","","","",1,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0167224080267558,"dead"
"Glendon Flowers","Ser","male",100,"",196,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0802675585284281,"dead"
"Goady","","female",NA,"",NA,"Night's Watch","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Godwyn","","male",NA,"",NA,"House Lannister","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Gormond Drumm","","male",NA,"Ironborn",NA,"House Drumm","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Gowen Baratheon","","male",NA,"",NA,"House Baratheon","","","","Tya Lannister",1,0,0,0,0,NA,NA,NA,1,1,0,0,0.0167224080267558,"alive"
"Grance Morrigen","Ser","male",NA,"",NA,"House Morrigen","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
"Grazdan","Good Master","male",NA,"Astapori",NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"dead"
"Grazdan zo Galare","","male",NA,"Meereenese",NA,"House of Galare","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Green Gergen","","male",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Great Walrus","","male",NA,"Free Folk",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Gretchel","","male",NA,"",NA,"House Arryn","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Grey King","","male",NA,"Ironborn",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0769230769230769,"alive"
"Griffin King","","male",NA,"First Men",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Grigg","","female",NA,"Free Folk",NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Grisel","","female",NA,"",NA,"House Baelish","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Grisella","","female",NA,"Free Folk",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Gulian","Maester","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.00334448160535117,"alive"
"Gulian Qorgyle","Ser","male",NA,"",NA,"House Qorgyle","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Gurn","","female",NA,"Vale mountain clans",NA,"Stone Crows","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Guyne","Archmaester","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.00668896321070234,"alive"
"Gwayne Corbray","Ser","male",NA,"",NA,"House Corbray","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0434782608695652,"alive"
"Gwayne Gaunt","Ser","female",NA,"",NA,"House Gaunt","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.0367892976588628,"alive"
"Gwin Goodbrother","","female",NA,"Ironborn",NA,"House Goodbrother","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Gyles","Ser","female",NA,"",NA,"Kingsguard","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.00334448160535117,"alive"
"Gyleno Dothare","","male",NA,"Braavosi",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Gyles Farwynd","","male",NA,"Ironborn",NA,"House Farwynd of the Lonely Light","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Gwynesse Harlaw","","female",NA,"Ironborn",NA,"House Harlaw","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0568561872909698,"alive"
"Gyles Grafton","","male",NA,"",NA,"House Grafton","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Gyloro Dothare","","male",NA,"Braavosi",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Gyles III Gardener","","male",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Gynir","","male",NA,"",NA,"House Greyjoy","","","","",0,1,0,0,1,NA,NA,NA,NA,0,0,0,0.0267558528428093,"dead"
"Haggon","","male",NA,"Free Folk",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Gysella Goodbrother","","female",NA,"Ironborn",NA,"House Goodbrother","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Hali","","female",NA,"Free Folk",NA,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"dead"
"Haldon","","male",NA,"",NA,"House Targaryen","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.127090301003344,"alive"
"Harbert Paege","Ser","female",NA,"",NA,"House Paege","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Hamish the Harper","","female",NA,"",NA,"","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.020066889632107,"dead"
"Halys Hornwood","Hornwood","male",NA,"Northmen",NA,"House Hornwood","","","","Donella Manderly",1,1,0,1,0,NA,NA,NA,1,1,1,0,0.107023411371237,"dead"
"Harghaz","","male",NA,"Ghiscari",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0234113712374581,"dead"
"Hareth (Mole's Town)","","male",NA,"",NA,"Night's Watch","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0501672240802675,"alive"
"Harlan Grandison","Ser","male",NA,"",NA,"House Grandison","","","","",0,0,1,0,0,NA,NA,NA,NA,0,1,0,0.0167224080267558,"dead"
"Harle the Handsome","","male",NA,"Free Folk",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Harle the Huntsman","","male",NA,"Free Folk",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Harlon Botley","","male",NA,"Ironborn",NA,"House Botley","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0468227424749163,"alive"
"Harmund Sharp","","male",NA,"Ironborn",NA,"House Sharp","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Harlon Greyjoy","","male",NA,"Ironborn",NA,"House Greyjoy","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0635451505016722,"alive"
"Harodon","Archmaester","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.00668896321070234,"alive"
"Harra","","female",NA,"",NA,"House Whent","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"dead"
"Harrag Sharp","","female",NA,"Ironborn",NA,"House Sharp","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"dead"
"Harrag Hoare","","male",NA,"Ironborn",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Harren Half-Hoare","","male",NA,"Ironborn",NA,"","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Harren Botley","","female",NA,"Ironborn",NA,"House Botley","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.060200668896321,"dead"
"Harrold Osgrey","Ser","male",NA,"",NA,"House Osgrey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Harry Sawyer","Ser","female",NA,"",NA,"House Sawyer","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Harsley","","male",NA,"",NA,"","","","","",0,0,1,0,1,NA,NA,NA,NA,0,0,0,0.00334448160535117,"dead"
"Harwyn Hoare","","male",NA,"",NA,"","Qhorwyn Hoare","","Halleck Hoare","",0,0,0,0,0,NA,1,1,NA,0,0,0,0.100334448160535,"alive"
"Hayhead","","male",NA,"Northmen",NA,"House Stark","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Hazrak zo Loraq","","male",NA,"Ghiscari",NA,"House of Loraq","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Harwyn Plumm","Ser","male",NA,"",NA,"House Plumm","","","","",0,0,1,1,0,NA,NA,NA,NA,0,1,0,0.0468227424749163,"alive"
"Helicent Uffering","","female",100,"",171,"House Uffering","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0234113712374581,"dead"
"Helliweg","Maester","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
"Helly","","female",NA,"",NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Helya","","female",NA,"",NA,"House Greyjoy","","","","",0,1,1,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Henk","","male",NA,"Free Folk",NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Henly (House Ashford)","","female",NA,"",NA,"House Ashford","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Herbert Bolling","Ser","female",NA,"",NA,"House Bolling","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0100334448160535,"alive"
"Hendry Bracken","","female",NA,"",NA,"House Bracken","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.040133779264214,"dead"
"Heward","","female",NA,"northmen",NA,"House Stark","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"dead"
"Hibald","","male",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Hilmar Drumm","","male",NA,"Ironborn",NA,"House Drumm","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Hod","","male",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Hoke","","female",NA,"",NA,"House Lannister","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Holger","","female",NA,"Vale mountain clans",NA,"Stone Crows","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Hop-Robin","","male",NA,"",NA,"Night's Watch","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0334448160535117,"alive"
"Hugh Beesbury","Ser","female",NA,"",NA,"House Beesbury","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Humfrey Clifton","Ser","male",NA,"",NA,"House Clifton","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Hunnimore","Maester","female",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,"alive"
"Husband","","male",NA,"",NA,"","","","","Sharna",0,0,1,1,0,NA,NA,NA,1,1,0,0,0.0434782608695652,"alive"
"Illifer","Ser","male",65,"",240,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.040133779264214,"alive"
"Ironbelly","","male",NA,"",NA,"","","","","",0,1,1,0,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Jaehaerys Targaryen (son of Aegon II)","Prince","male",6,"",123,"House Targaryen","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.187290969899665,"dead"
"Jaehaera Targaryen","PrincessQueen","female",10,"Valyrian",123,"House Targaryen","","","","Aegon III Targaryen",0,0,0,0,0,NA,NA,NA,0,1,1,0,0.280936454849498,"dead"
"Jaggot","","female",NA,"Vale mountain clans",NA,"Stone Crows","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Jaehaerys II Targaryen","","male",NA,"",NA,"","Aegon V Targaryen","Betha Blackwood","Aerys II Targaryen","",0,0,0,0,0,1,0,0,NA,0,0,0,0.494983277591973,"dead"
"Jaime Frey","","male",6,"",299,"House Frey","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.127090301003344,"alive"
"Jaehaerys I Targaryen","","male",NA,"",NA,"","Aenys I Targaryen","Alyssa Velaryon","Aemon Targaryen","",0,0,0,0,0,1,0,1,NA,0,0,5,0.65886287625418,"dead"
"Jate","","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,"dead"
"Jate Blackberry","","male",NA,"",NA,"House Blackberry","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Jasper Waynwood","","male",NA,"",NA,"House Waynwood","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0568561872909698,"alive"
"Jayde","","female",NA,"",NA,"Chataya's brothel","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Jeffory Norcross","Ser","male",NA,"",NA,"House Norcross","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.00668896321070234,"alive"
"Jeffory Mallister","","male",NA,"",NA,"House Mallister","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Jayne Bracken","","female",NA,"",NA,"House Bracken","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0301003344481605,"alive"
"Squinty Jeyne","","female",NA,"",NA,"House Osgrey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Jeyne Fossoway","","female",NA,"",NA,"House Fossoway of New Barrel","","","","Gunthor Hightower",0,0,0,1,0,NA,NA,NA,1,1,0,0,0.0535117056856187,"alive"
"Jeyne Heddle","","female",24,"",281,"Brotherhood Without Banners","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0334448160535117,"alive"
"Jeyne Swann","","female",NA,"",NA,"House Swann","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Jeyne Westerling (wife of Maegor I)","QueenBlack Bride","female",20,"",27,"House Westerling","","","","Alyn Tarbeck",0,0,1,0,0,NA,NA,NA,1,1,1,0,0.110367892976588,"dead"
"Jeyne Waters","","male",100,"Westeros",171,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0735785953177257,"dead"
"Jeyne Westerling","Winterfell","female",22,"Westermen",283,"House Westerling","","","","Robb Stark",0,0,1,1,0,NA,NA,NA,0,1,1,0,0.424749163879598,"alive"
"Jocelyn Swyft","","female",NA,"",NA,"House Swyft","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Jodge","","male",NA,"",NA,"House Lannister","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Joanna Swyft","","female",NA,"",NA,"House Swyft","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Joanna Lannister","Casterly Rock","female",28,"Westerman",245,"House Lannister","","","","Tywin Lannister",1,1,1,1,1,NA,NA,NA,0,1,1,5,0.23076923076923,"dead"
"Johanna Swann","","female",NA,"",NA,"House Swann","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Jommo","Khal","male",NA,"Dothraki",NA,"","","","","",1,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Jommy","","male",NA,"",NA,"House Baratheon","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Jon Cupps","Ser","male",NA,"",NA,"House Cupps","","","","Leyla Hightower",0,0,0,1,0,NA,NA,NA,1,1,1,0,0.0501672240802675,"alive"
"Jon Heddle","Ser","male",NA,"",NA,"House Heddle","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.00668896321070234,"alive"
"Jon Hollard","Ser","male",NA,"",NA,"House Hollard","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0267558528428093,"alive"
"Jon Penny","","female",NA,"",NA,"House Penny","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Jon Penrose","Ser","male",NA,"",NA,"House Penrose","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0167224080267558,"alive"
"Jon Pox","","male",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Jon Vance","Maester","male",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0234113712374581,"alive"
"Jon Umber (Smalljon)","","male",NA,"Northmen",NA,"House Umber","","","","",1,1,1,1,1,NA,NA,NA,NA,0,0,0,0.0702341137123745,"dead"
"Jon Umber (Greatjon)","Last Hearth","male",NA,"Northmen",NA,"House Umber","","","","",1,1,1,1,1,NA,NA,NA,NA,0,1,0,0.183946488294314,"alive"
"Jon Waters","Ser","male",100,"",171,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.0769230769230769,"dead"
"Jorquen","Septon","male",NA,"",NA,"Night's Watch","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Jorgen","","male",NA,"",NA,"House Webber","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Joseran","Maester","female",NA,"",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,1,0,0.00334448160535117,"alive"
"Joseth","","male",NA,"",NA,"House Stark","","","","",1,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0301003344481605,"alive"
"Joseth Mallister","Ser","female",NA,"",NA,"House Mallister","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Joss","","male",NA,"",NA,"","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Joss the Gloom","","female",NA,"Braavosi",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Joth Quickbow","","female",NA,"",NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Josua Willum","","male",NA,"",NA,"House Willum","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Jurne","Maester","female",NA,"",NA,"","","","","",0,1,1,1,0,NA,NA,NA,NA,0,1,0,0.0133779264214046,"alive"
"Jothos Slynt","","male",NA,"",NA,"House Slynt","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Jyck","","male",NA,"",NA,"House Lannister","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0301003344481605,"dead"
"Jyzene","","female",NA,"",NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"alive"
"Kegs","","male",NA,"",NA,"Night's Watch","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Kella","","female",NA,"",NA,"House Baelish","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Kemmett Pyke","","female",NA,"Ironborn",NA,"","","","","",0,0,0,1,1,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Kenned","","female",NA,"Ironborn",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"dead"
"Ketter","","female",NA,"",NA,"Night's Watch","","","","",1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"alive"
"Kirby Pimm","Ser","male",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,"alive"
"Kojja Mo","","female",NA,"Summer Isles",NA,"","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0167224080267558,"alive"
"Kirth Vance","","male",NA,"",NA,"House Vance of Atranta","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Koss","","male",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0367892976588628,"dead"
"Kromm","","female",NA,"ironborn",NA,"House Greyjoy","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"dead"
"Kurz","","male",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0367892976588628,"dead"
"Kyle","Ser","male",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,1,0,0.0267558528428093,"alive"
"Kyle (brotherhood)","","female",NA,"",NA,"Brotherhood without banners","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,"dead"
"Kyle Royce","","male",NA,"",NA,"House Royce","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Kyleg","","female",NA,"Free Folk",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Kym","Maester","female",NA,"",NA,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,"alive"
"Lamprey","","male",NA,"",NA,"House Baratheon of Dragonstone","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Lancel V Lannister","","female",NA,"",NA,"","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Lanna","","female",20,"",285,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Lanna (Happy Port)","","female",19,"Braavosi",286,"Happy Port","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0267558528428093,"alive"
"Larraq","","male",NA,"Ghiscari",NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,0,0,0.020066889632107,"alive"
"Layna","","female",26,"",279,"","","","","",0,1,0,0,0,NA,NA,NA,NA,0,0,0,0.0234113712374581,"alive"
"Lem","","male",NA,"",NA,"Brotherhood without banners","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.0836120401337792,"alive"
"Leana Frey","","female",6,"",299,"House Frey","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0735785953177257,"alive"
"Lennocks","","male",NA,"",NA,"","","","","",0,0,1,0,0,NA,NA,NA,NA,0,0,0,0.00334448160535117,"alive"
"Lem (Standfast)","","female",100,"",161,"House Osgrey","","","","",0,0,0,0,0,NA,NA,NA,NA,0,0,0,0.0133779264214046,"dead"
"Lenn","","female",NA,"Free Folk",NA,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,0,0,0.00668896321070234,"alive"
"Lenyl","","male",NA,"Free Folk",NA,"","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
"Lenwood Tawney","","male",NA,"Ironborn",NA,"House Tawney","","","","",0,0,0,1,0,NA,NA,NA,NA,0,0,0,0.0100334448160535,"alive"
